# Constructed from biom file
OTU_ID	147-10	147-11	147-12	147-13	147-14	147-15	147-16	147-17	147-18	147-19	147-20	147-21	147-22	147-23	147-24	147-25	147-26	147-27	147-28	147-29	147-30	147-31	147-32	147-33	147-34	147-35	147-36	147-37	147-38	147-39	147-40	147-41	147-42	147-43	147-44	147-45	147-46	147-47	147-48	147-49	147-50	147-51	147-52	147-53	147-54	147-55	147-56	147-6	147-7	147-8	147-9	147D	147E	147F	147G	147H	165-10	165-11	165-12	165-13	165-14	165-15	165-16	165-17	165-18	165-19	165-20	165-21	165-22	165-23	165-24	165-25	165-26	165-27	165-28	165-29	165-30	165-31	165-32	165-33	165-34	165-35	165-36	165-37	165-38	165-39	165-40	165-41	165-42	165-43	165-44	165-45	165-46	165-47	165-48	165-49	165-50	165-51	165-52	165-53	165-54	165-55	165-56	165-57	165-58	165-59	165-60	165-61	165-8	165-9	165D	165E	165F	165G	165H	165I	165J
f09b6ee752454bc944448e79c63d441d	0.0	0.0	0.0	0.0	0.0	6649.0	3540.0	7298.0	7980.0	7932.0	4856.0	7512.0	11608.0	10388.0	9747.0	4793.0	7372.0	691.0	661.0	815.0	693.0	989.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	590.0	403.0	336.0	6083.0	8610.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bf611493002f5918a68778bde2def567	41.0	123.0	20.0	1395.0	1110.0	1617.0	1085.0	2541.0	78.0	113.0	123.0	111.0	1461.0	1496.0	1191.0	604.0	798.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	492.0	281.0	350.0	502.0	191.0	1310.0	1426.0	1551.0	2023.0	2437.0	104.0	39.0	23.0	112.0	18.0	771.0	601.0	1100.0	659.0	662.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	1269.0	2287.0	0.0	3098.0	1169.0	0.0	166.0	299.0	263.0	1959.0	2267.0	1062.0	652.0	460.0	0.0	238.0	77.0	27.0	0.0	2274.0	3021.0	1838.0	1835.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2288.0	2646.0	1913.0	2447.0	700.0	293.0	2179.0	710.0	872.0	664.0	653.0	0.0	277.0	19.0	175.0	53.0	5803.0	2120.0	3427.0	1912.0	5064.0	0.0	0.0	0.0	0.0	0.0	1093.0	1961.0	1012.0	1504.0
08bd43071a06abf56df235fca6655bea	413.0	1305.0	1768.0	1138.0	550.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	1495.0	2539.0	1549.0	1684.0	141.0	20.0	201.0	16.0	227.0	1194.0	1277.0	1035.0	1320.0	1886.0	780.0	643.0	538.0	915.0	729.0	6.0	809.0	52.0	122.0	463.0	118.0	554.0	241.0	502.0	466.0	35.0	17.0	65.0	1181.0	2040.0	1552.0	584.0	0.0	0.0	109.0	1884.0	2988.0	934.0	1050.0	579.0	607.0	698.0	653.0	879.0	573.0	1018.0	627.0	494.0	416.0	439.0	393.0	366.0	298.0	413.0	503.0	1660.0	1717.0	1001.0	1154.0	1628.0	497.0	654.0	620.0	935.0	300.0	1604.0	2393.0	1341.0	2932.0	2162.0	2625.0	1018.0	965.0	1058.0	561.0	681.0	237.0	238.0	260.0	66.0	262.0	1389.0	617.0	834.0	1480.0	1657.0	219.0	239.0	878.0	2075.0	2346.0	289.0	486.0	211.0	295.0
5f8d35126b0a7321413d21487ec72b73	178.0	355.0	526.0	81.0	18.0	954.0	713.0	1133.0	485.0	671.0	252.0	1065.0	4960.0	3598.0	3408.0	1396.0	1336.0	3219.0	1023.0	2392.0	1508.0	2402.0	1309.0	577.0	772.0	1082.0	700.0	650.0	773.0	213.0	570.0	543.0	53.0	44.0	100.0	132.0	86.0	1109.0	2694.0	2619.0	3473.0	1608.0	999.0	789.0	1152.0	528.0	350.0	341.0	719.0	844.0	178.0	1853.0	1162.0	697.0	3173.0	2108.0	0.0	0.0	0.0	0.0	8.0	6.0	51.0	0.0	0.0	14.0	0.0	23.0	129.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	1171.0	0.0	19.0	0.0	0.0	0.0	22.0	430.0	420.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	551.0	286.0	720.0	301.0	1030.0
d114fb4c335125128be28401522dd41a	419.0	634.0	687.0	113.0	115.0	565.0	280.0	526.0	332.0	354.0	211.0	336.0	554.0	515.0	486.0	283.0	308.0	874.0	1122.0	1439.0	889.0	1169.0	2133.0	1237.0	1479.0	1646.0	894.0	1095.0	727.0	564.0	1100.0	895.0	383.0	252.0	228.0	479.0	380.0	207.0	475.0	394.0	625.0	239.0	169.0	480.0	334.0	254.0	185.0	839.0	1092.0	1057.0	403.0	1160.0	974.0	625.0	615.0	367.0	486.0	496.0	892.0	183.0	125.0	200.0	405.0	156.0	210.0	295.0	132.0	297.0	183.0	265.0	277.0	97.0	194.0	243.0	221.0	312.0	361.0	1748.0	622.0	752.0	1422.0	1509.0	755.0	1191.0	875.0	1186.0	1126.0	414.0	917.0	648.0	901.0	1282.0	467.0	707.0	597.0	551.0	423.0	249.0	425.0	93.0	500.0	314.0	482.0	223.0	183.0	218.0	461.0	240.0	1275.0	1057.0	1102.0	750.0	335.0	99.0	157.0	112.0	251.0
27f098662c8f87b4aaff903d9c0f28d3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1521.0	1080.0	1727.0	851.0	990.0	657.0	1013.0	621.0	513.0	692.0	277.0	991.0	872.0	977.0	777.0	426.0	929.0	401.0	674.0	1020.0	862.0	1551.0	1534.0	809.0	1545.0	1712.0	1667.0	2114.0	2712.0	3828.0	2128.0	637.0	1457.0	698.0	1344.0	1658.0	547.0	1530.0	1183.0	1336.0	855.0	932.0	637.0	1068.0	1050.0	1037.0	791.0	1155.0	556.0	820.0	1120.0	1221.0	2678.0	1789.0	850.0	1015.0	970.0	485.0	785.0	337.0	716.0
3955270229e2e147050222701726b606	99.0	220.0	236.0	7200.0	3466.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	23.0	16.0	8.0	8.0	223.0	91.0	228.0	157.0	190.0	303.0	340.0	276.0	116.0	384.0	8545.0	5575.0	6540.0	8305.0	9252.0	0.0	1207.0	5.0	18.0	0.0	1725.0	2627.0	2172.0	1980.0	1896.0	114.0	219.0	278.0	157.0	86.0	76.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
05dbbf0301a9625e1f1a41470a92f7fe	59.0	44.0	55.0	107.0	41.0	31.0	24.0	7.0	47.0	61.0	32.0	58.0	132.0	88.0	109.0	51.0	48.0	183.0	114.0	133.0	84.0	138.0	148.0	92.0	105.0	107.0	82.0	81.0	106.0	49.0	153.0	71.0	29.0	24.0	42.0	74.0	40.0	11682.0	811.0	16831.0	15531.0	11005.0	387.0	285.0	408.0	305.0	278.0	97.0	186.0	138.0	84.0	139.0	90.0	86.0	179.0	104.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e4ef1c7b616eb842c0ff7a327e83bd76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1238.0	3319.0	665.0	84.0	165.0	255.0	314.0	443.0	454.0	490.0	352.0	761.0	556.0	1568.0	932.0	788.0	239.0	43.0	105.0	124.0	209.0	2156.0	2023.0	1473.0	1346.0	1593.0	1242.0	1664.0	2011.0	3385.0	2611.0	2021.0	737.0	251.0	3283.0	2448.0	93.0	312.0	281.0	256.0	93.0	254.0	566.0	977.0	861.0	395.0	801.0	1192.0	561.0	816.0	728.0	1292.0	2816.0	1771.0	898.0	685.0	3320.0	51.0	187.0	40.0	22.0
dbcdaca3ee9e9fe75d8829e87b8551dc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	666.0	571.0	716.0	873.0	918.0	309.0	1113.0	413.0	590.0	641.0	305.0	701.0	891.0	1262.0	838.0	598.0	632.0	574.0	749.0	1001.0	575.0	1881.0	2374.0	1531.0	1851.0	1875.0	1129.0	2126.0	2111.0	1224.0	1891.0	334.0	764.0	623.0	989.0	955.0	387.0	807.0	1123.0	744.0	637.0	701.0	1118.0	952.0	1141.0	1178.0	1430.0	742.0	545.0	759.0	934.0	840.0	1490.0	1235.0	1212.0	1545.0	708.0	529.0	750.0	358.0	665.0
