"","BIOCHEMICAL","SUPER_PATHWAY","SUB_PATHWAY","moduleColor","GS.GDAT_BW","p.GS.GDAT_BW","GS.TG_nmol_gWW","p.GS.TG_nmol_gWW","GS.TG_nmol_gWW.1","p.GS.glucose_norm","MM.turquoise","p.MM.turquoise","MM.blue","p.MM.blue","MM.black","p.MM.black","MM.brown","p.MM.brown","MM.yellow","p.MM.yellow","MM.red","p.MM.red","MM.pink","p.MM.pink","MM.grey","p.MM.grey","MM.green","p.MM.green"
"11","dihomo-linoleoylcarnitine (C20:2)*","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)","black",0.429166838928188,0.00326360877372859,0.39091718400753,0.00792770559797134,0.384926238873593,0.00902887697293022,0.634591836783604,2.85027088184702e-06,-0.49883847296072,0.000486935238979089,0.734224707402302,9.47924029237855e-09,0.407322532330396,0.00548524762807696,-0.386698931688865,0.00869010305523015,0.168719876867928,0.267894738690351,-0.259745443668824,0.0848692300532962,0.201077552978063,0.185341528456197,0.448232494878169,0.00201606470454253
"12","dodecanedioate (C12)","Lipid","Fatty Acid, Dicarboxylate","black",0.275884236105238,0.0665961070877577,0.201281688108518,0.184886291310354,0.0935444696160778,0.541067469971443,0.184691955079399,0.224530550916463,-0.216916425936563,0.152350599316683,0.332758914121063,0.0255176797841384,0.0317858132221,0.835792917660909,-0.265414771828949,0.0780506770445666,-0.0808920559718331,0.597334565454264,-0.0116120058310462,0.939652849607543,0.107438098859755,0.482384268850077,0.221940275807033,0.142847372556105
"13","eicosenoylcarnitine (C20:1)*","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)","black",0.28743618999046,0.0555510842324105,0.310503274927439,0.0379008810251713,0.358347864138874,0.0156446270244652,0.457613116352146,0.00157439883006257,-0.362202574517105,0.0144847511545023,0.787272404124189,1.41621770046668e-10,0.28240985499678,0.060160691756985,-0.321862604456167,0.0310757916526959,0.266573087735418,0.0767120185029909,-0.232576337563337,0.124186948843413,0.127177272443184,0.405120019952288,0.406418685025559,0.00560033385412764
"14","erythritol","Xenobiotics","Food Component/Plant","black",0.0547881660598084,0.720750079503238,-0.117407417587462,0.44243249128648,-0.0862211905853937,0.573323334630377,0.0136909996066115,0.92887395037558,0.280834720458349,0.0616665579873601,-0.600717245083472,1.28404937391829e-05,-0.243736545969188,0.106644078832615,0.12522964514708,0.41240975087039,-0.0216786256419453,0.887594337298787,0.234262154569567,0.121406149046599,-0.058106875489493,0.704580513478424,-0.353217089552716,0.0173099511667144
"15","heptadecanedioate (C17-DC)","Lipid","Fatty Acid, Dicarboxylate","black",0.0788930635001651,0.606453620712435,0.205150177511636,0.176409621846251,0.1095985111907,0.473569357410469,0.00633336536779042,0.967064439003846,-0.146613967518487,0.336528682387403,0.506646787621762,0.000383303201523658,0.378474260135031,0.0103596724885255,0.0542429816408653,0.723418129920291,0.00191951340385673,0.990015420862976,-0.172081436558274,0.258337060187388,0.0325500665666292,0.831900951472834,0.144047636235065,0.34514666934358
"16","hexadecanedioate (C16)","Lipid","Fatty Acid, Dicarboxylate","black",0.307161729656265,0.0401278114740511,0.324513909113735,0.0296387641591805,0.415739757094156,0.00450858600061799,0.121837708911166,0.425282788127564,-0.295226898853415,0.0489712804701769,0.700472958971014,8.4799606918588e-08,0.393380100520504,0.00750984338722692,-0.0945403116907206,0.536749783644535,0.209207457866359,0.16782335115924,-0.271413601694624,0.0713121506205692,0.0437265074566853,0.775484418803286,0.501855735052399,0.00044422774837492
"17","hexadecenedioate (C16:1-DC)*","Lipid","Fatty Acid, Dicarboxylate","black",0.360942057625755,0.0148557132183971,0.400379071026394,0.00642467652425095,0.399860517288569,0.00650012565762544,0.256778325143169,0.0886184465829575,-0.310716420227104,0.0377623443619768,0.597629331199792,1.46045583187487e-05,0.143712555975431,0.34628183141234,-0.204553534495609,0.1776984326473,0.199730029128883,0.188366683460186,-0.210862563867041,0.164409099271531,0.040379685620667,0.792273068355817,0.483227747888554,0.000772631910120129
"18","laurylcarnitine (C12)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)","black",-0.121963011683096,0.424803252372294,-0.0042352040539404,0.977972223585337,-0.074458484569082,0.626894222133502,-0.200898256659836,0.18574203228662,-0.242208544407266,0.108927184003944,0.661883011666825,7.38102625562222e-07,0.23536631071483,0.119610441037822,-0.0959087235190549,0.530844142212882,0.0748573043099944,0.625044257044169,-0.27998903123588,0.0624873859507104,0.172487498387752,0.257198171935295,0.51067802453593,0.000337990465591222
"19","linolenoylcarnitine (C18:3)*","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)","black",0.0811433845895395,0.596192317375029,0.132660893568216,0.384998873327223,0.173247398188083,0.255075910375852,0.0593352886073979,0.698627445686121,-0.425591645989966,0.00356137199420781,0.9237126817134,1.57484935838372e-19,0.285734932801543,0.0570783935072668,-0.213277120805912,0.159519133150778,0.312177889464671,0.0368235935867634,-0.295119308292479,0.0490576448382374,0.146720226084611,0.336174759809334,0.580163684049338,2.95183208707502e-05
"20","linoleoylcarnitine (C18:2)*","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)","black",0.00236011226030681,0.987723751255349,0.0891390611453333,0.560366411846259,0.173285354097708,0.254970215342318,0.0094664318086924,0.950788117997941,-0.401702620628439,0.00623553631122283,0.914031154078662,1.86241202602636e-18,0.258763859871266,0.0860955943533688,-0.273450423171326,0.0691317964344472,0.433871107599406,0.00290524862110059,-0.282589567992683,0.0599907672981471,0.305853772232726,0.0410281301542648,0.706503070912498,5.86312071363725e-08
