"","BIOCHEMICAL","SUPER_PATHWAY","SUB_PATHWAY","moduleColor","GS.GDAT_BW","p.GS.GDAT_BW","GS.TG_nmol_gWW","p.GS.TG_nmol_gWW","GS.TG_nmol_gWW.1","p.GS.glucose_norm","MM.turquoise","p.MM.turquoise","MM.blue","p.MM.blue","MM.black","p.MM.black","MM.brown","p.MM.brown","MM.yellow","p.MM.yellow","MM.red","p.MM.red","MM.pink","p.MM.pink","MM.grey","p.MM.grey","MM.green","p.MM.green"
"207","12,13-DiHOME","Lipid","Fatty Acid, Dihydroxy","brown",-0.322085424287869,0.0309528431323622,-0.193247585440937,0.203410858081658,-0.176956332251768,0.244886342102322,-0.445768038001181,0.0021489226118624,-0.203525278977333,0.179935415538066,0.533026925172463,0.000163429010762791,0.450992081653691,0.00187596777830221,0.0245678043524275,0.872729631723835,0.10739858999871,0.48254626970217,-0.425975937977009,0.00352826201820194,0.167305571877099,0.27198508538935,0.45317357961075,0.00177139382471181
"208","12-HEPE","Lipid","Eicosanoid","brown",0.243540395289113,0.106935098800049,0.11679723934422,0.444824013246671,0.033282122012631,0.828176676425987,0.348265120447455,0.0190570429288448,-0.498894330336185,0.000486112205988024,0.37645285923374,0.0108098064251373,0.909666940848748,5.16537554168356e-18,-0.244399849668573,0.105664449052061,-0.15057411204766,0.323494743663763,-0.561251476244182,6.05118566816334e-05,0.112514465145706,0.461808521986457,0.388979054837632,0.00827050642154421
"209","12-HETE","Lipid","Eicosanoid","brown",0.170474194719449,0.262877973608937,0.107330995677225,0.482823497386786,-0.0315623207640045,0.836931792402446,0.48925965424479,0.000648076412185205,-0.414882066255485,0.00460061195338587,0.217985384697385,0.150290662670017,0.756412471689392,1.86004967165456e-09,-0.22591962822157,0.13563706985842,-0.327527831940485,0.0280725769473436,-0.349283807714394,0.0186859823661086,0.216115516397731,0.153907520803761,0.114079428058809,0.455562093948887
"210","12-HHTrE","Lipid","Eicosanoid","brown",0.154628721996636,0.310483498867097,0.0481267193810041,0.753565893207653,-0.063076043218177,0.680610329294611,0.54446422454435,0.00011043645825874,-0.143066479501602,0.348477031100889,0.0519740879207448,0.734556295048354,0.547721983725585,9.85132558103786e-05,0.0568353233937287,0.710761074594093,-0.467470491895254,0.00120492981332485,-0.129173861382865,0.397724741281424,0.166209730518383,0.27518260471348,-0.271400772837107,0.0713260537703812
"211","13-HODE + 9-HODE","Lipid","Fatty Acid, Monohydroxy","brown",0.176609160902269,0.245828261966565,0.0895638029913491,0.558491804701225,0.147149918533363,0.334745911523789,0.346383548488749,0.0197587561369906,-0.290037761440153,0.0532791960833643,0.327162057700484,0.0282589037753069,0.81642350572394,8.1525576297131e-12,-0.04932585878944,0.747624954459026,-0.144510918328151,0.34358096872877,-0.303354816273459,0.0427941475680373,0.0659290302261361,0.666985683450701,0.139709665754425,0.3600194043673
"212","14-HDoHE/17-HDoHE","Lipid","Docosanoid","brown",0.158992459468089,0.29685808824171,0.106889727272121,0.48463534064109,-0.0112193101866561,0.941690103819588,0.340820632058878,0.0219618757850154,-0.517340871177984,0.000273588720837506,0.454079148944369,0.00172952410846675,0.867686037448114,1.22675850215404e-14,-0.344463845343433,0.0204969894387922,-0.162174574601366,0.287169277883118,-0.548135076064862,9.70881778201754e-05,0.152864942307897,0.316101938886243,0.440206307961635,0.00247756221115251
"213","16-hydroxypalmitate","Lipid","Fatty Acid, Monohydroxy","brown",-0.21260264601437,0.160874268913517,-0.117719163987407,0.44121338184702,0.00983699461977862,0.948864220749638,-0.38112864944807,0.00979308272810176,-0.144454819007817,0.343770327875079,0.514126104937209,0.000303130416764261,0.422463479811499,0.00384118516900946,0.0955510515570329,0.532384667821592,0.228075784180703,0.131845345795868,-0.326537442973051,0.0285794605803081,0.201536612358876,0.18431891177637,0.500562208727441,0.000462105810155699
"214","1-arachidonylglycerol (20:4)","Lipid","Monoacylglycerol","brown",0.246436547236838,0.10269946432199,0.120034277598445,0.432218244377013,-0.0899767176642986,0.556672220231329,0.254019495700929,0.0922188055420546,-0.369996279099384,0.0123616226023463,0.302196808596233,0.0436332749693139,0.786310542948719,1.54426851337655e-10,-0.0611924730817186,0.689661211858138,-0.160807529554155,0.29130608831094,-0.688473907610312,1.7215067457822e-07,-0.197455163322206,0.193553119497767,0.135775652819775,0.373837295825542
"215","1-dihomo-linolenylglycerol (20:3)","Lipid","Monoacylglycerol","brown",0.270820131409588,0.0719575647240083,0.137264646108551,0.368570536447871,0.0216582171475673,0.887699480059204,0.304645735880958,0.0418742675548801,-0.234218878457861,0.121476941592953,0.295422263243448,0.048814773568832,0.802921498318807,3.24400116665117e-11,-0.0215575028791107,0.888218378957687,-0.162337256279641,0.286679547031013,-0.49863971846102,0.000489873966431341,-0.158894688109564,0.297159079175635,0.112956861546697,0.460038069658494
"216","1-docosahexaenoylglycerol (22:6)","Lipid","Monoacylglycerol","brown",0.267479188887909,0.0756774820189728,0.184134904216051,0.225956155110469,-0.0208559710477623,0.89183407360579,0.309208901662959,0.0387511570008494,-0.459004506749078,0.00151679628884348,0.33670895283005,0.0237196431886823,0.841578169087934,4.48028501787358e-13,-0.183906259602734,0.226543102115708,-0.247121978338116,0.101716117743354,-0.6550367171534,1.04918966712717e-06,-0.193509888730069,0.202786208396473,0.18005347860373,0.23659148465915
"217","1-heptadecenoylglycerol (17:1)*","Lipid","Monoacylglycerol","brown",0.327123984046252,0.0282783575615301,0.152417662502853,0.317536896076159,0.0867473841144714,0.570976653533706,0.453376854118409,0.00176191785420395,-0.209096856886862,0.168053322258102,0.195438367896939,0.198235081214125,0.759149715867495,1.5034512256034e-09,0.0403042060500965,0.792652800807785,-0.213143068820282,0.159787801246954,-0.355100444858823,0.0166820368391611,-0.212856317233218,0.16036361904483,-0.102995736948461,0.500776887039419
"218","1-linolenoylglycerol (18:3)","Lipid","Monoacylglycerol","brown",0.201344650217962,0.18474604209724,0.150130926330523,0.324937405656291,-0.00864076214596424,0.955075829751633,0.246997528671519,0.101894118848342,-0.197294246900649,0.193923782998779,0.242120072172131,0.109060510246698,0.758286870913071,1.60826630120644e-09,0.0374861555171603,0.806863444432676,-0.217138581729945,0.151920797079486,-0.407568809885508,0.00545424839488723,-0.169724233392913,0.265014903082308,0.0126335815544771,0.934354863229362
"219","1-linolenoyl-GPC (18:3)*","Lipid","Lysophospholipid","brown",-0.243784277883498,0.106573352811415,-0.167194283902233,0.272308684822152,-0.140228526727759,0.358220339666864,0.0424638108677414,0.781807043864252,-0.0190362449792698,0.901222880192428,0.18587414773666,0.221525657011641,0.433470168267575,0.00293437979715007,0.21967129927854,0.14708356483386,-0.168234111109581,0.269295010675972,-0.208907159115363,0.16844828948873,0.0332352633370302,0.828414955605154,0.142987131659985,0.348747221275729
"220","1-linoleoylglycerol (18:2)","Lipid","Monoacylglycerol","brown",0.198193104765943,0.191859733201797,0.132398270542257,0.38594886328745,-0.0305316375894536,0.842188188295133,0.289746774106442,0.0535295280271898,-0.289252005774935,0.0539573436830003,0.240761177270965,0.111124017071109,0.793595944178061,7.92676414489057e-11,-0.0697679923282915,0.648819013622561,-0.267272937339495,0.0759119978837908,-0.435843053567373,0.00276564536584851,-0.149038577086686,0.328510443746176,0.0528588102575882,0.730206574022181
"221","1-linoleoyl-GPC (18:2)","Lipid","Lysophospholipid","brown",0.113720050574363,0.456992450079867,0.145166128647522,0.34137411437142,0.0496646418440096,0.745949109212097,0.506378434345347,0.000386505474628678,0.0672688310579442,0.660623412416065,0.09222876962114,0.546797508541055,0.488962340597055,0.000653765788763083,0.175288725906687,0.249433134662443,-0.317196032045448,0.033745063669434,-0.105481254340817,0.490442210147627,-0.0911789481211634,0.551390301915938,-0.202332488430187,0.182555549439627
"222","1-linoleoyl-GPI* (18:2)*","Lipid","Lysophospholipid","brown",-0.135716772288919,0.374046482652551,-0.11217393843581,0.463173791442316,-0.193447845664809,0.202933836056421,0.0301433572289041,0.844170158218109,0.0680986862806233,0.656694501988128,0.180733733215632,0.234795589538781,0.450786198295429,0.00188611398108418,0.303178772117464,0.0429208596249114,-0.297224229058752,0.0473902262097119,-0.210931134260285,0.164268745144241,0.026388568430496,0.863383763556848,0.0165358737019467,0.914144965403903
"223","1-myristoylglycerol (14:0)","Lipid","Monoacylglycerol","brown",0.0294691207266302,0.847614041344675,0.0697609518825232,0.648852150540057,-0.172406706319748,0.257424502502357,0.175797277635069,0.24804055971164,0.236402460616065,0.117943654103415,-0.0496529203336228,0.746007072254145,0.428867079854718,0.00328770586700137,0.274749187842809,0.0677693156881779,-0.40529486562206,0.00574635449145573,0.0671072217272908,0.661389599121467,0.0868301168196464,0.570608089709463,-0.426750805567868,0.00346232097855765
"224","1-oleoylglycerol (18:1)","Lipid","Monoacylglycerol","brown",0.241989323901351,0.109257773667678,0.155971836648765,0.306247988209443,0.0959247848413848,0.530775015868509,0.44043798718871,0.00246303470254165,-0.186002316606627,0.221201555991264,0.236062318046948,0.118488869905616,0.759489257818688,1.46399103551762e-09,-0.0751068645552451,0.623887803976411,-0.199623100836064,0.188608230226583,-0.333207195944604,0.0253080697898614,-0.18812738792392,0.215875611787294,-0.0520099267330276,0.734379933396395
"225","1-oleoyl-GPE (18:1)","Lipid","Lysophospholipid","brown",-0.41544559895539,0.00453996485424405,-0.264576484668384,0.0790308706497506,-0.36150347990099,0.0146895050137581,-0.0327137149827694,0.831068083863245,0.301516898246997,0.0441321714156203,-0.132170516000155,0.386773839924206,0.258288422005486,0.0866945358239729,0.338556617936352,0.0229157158239978,-0.468407389774509,0.00117419899381134,0.20514096611445,0.176429468201431,0.168433198236345,0.268720535815336,-0.359975611339796,0.0151455718596146
"226","1-palmitoleoylglycerol (16:1)*","Lipid","Monoacylglycerol","brown",0.416044281289011,0.00447630112896615,0.256030611815164,0.0895832602342867,0.156330294244302,0.305123867933669,0.497265937159141,0.000510626150362626,-0.251956071678513,0.0949849301771081,0.101828530837521,0.50566820771268,0.728400939529831,1.41564005052381e-08,-0.0418694401304775,0.784788049646998,-0.208434957366659,0.16943437213347,-0.390267085962687,0.00804129583916242,-0.304037384821131,0.0423057332093494,-0.0850248107493187,0.578675217716363
"227","2-aminophenol sulfate","Xenobiotics","Chemical","brown",-0.291749394596232,0.0518257312404722,-0.349761685481596,0.0185140253664696,-0.406572547212167,0.00558059558672228,-0.510333807969885,0.000341661727135229,0.618319934420889,6.0041361675426e-06,-0.430520427604505,0.0031567177888892,-0.579589202054055,3.01888785108229e-05,0.475735204169198,0.000956938752303082,-0.0917688877198751,0.548807164327272,0.346594603971053,0.0196789772617926,-0.125767181155155,0.410390363893776,-0.437671201700794,0.00264153533983203
"228","3-indoxyl sulfate","Amino Acid","Tryptophan Metabolism","brown",0.135255713956466,0.375686913708078,0.0654798718955133,0.669123796198593,0.0182642443090664,0.905210093713256,-0.0756011079070624,0.621600137331906,0.439271971024224,0.00253692013761561,-0.288048617146581,0.0550093833716429,-0.467101868930898,0.00121721589555538,0.281749321933844,0.0607885568377964,0.237022267768783,0.116955047291161,0.303822445395666,0.0424590408235668,-0.116672036676823,0.445315608236444,-0.423653759939223,0.0037325238022362
"229","3-phosphoglycerate","Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","brown",0.0290141360574796,0.849939615336879,0.00683716966672238,0.964446104465289,-0.109176253601376,0.475285503638946,0.167118693322116,0.27252862946145,-0.172052458995842,0.258418462737639,0.134495515786738,0.378401014776923,0.470042913191051,0.00112222274592418,0.106358183653488,0.486822562962383,-0.37746126735458,0.0105831973110209,0.0389518075846608,0.799464583920332,0.477211678685074,0.000917785601912003,0.0307680601788522,0.840981844994249
"230","6-hydroxyindole sulfate","Xenobiotics","Chemical","brown",0.0241026237422708,0.875120177322656,0.0375084326112929,0.806750859261926,-0.147064936561912,0.335028200582026,-0.198337755044701,0.191529033759405,0.403303105931282,0.00601329358133719,-0.226562917677758,0.134497405719741,-0.454007114801374,0.00173282224219767,0.258207897760094,0.0867962982415771,0.0998006347467865,0.514223674232109,0.253073955157882,0.0934785009835617,-0.079376274034411,0.604243799918503,-0.45593286059694,0.00164654293769441
"231","7-methylguanine","Nucleotide","Purine Metabolism, Guanine containing","brown",-0.229148675597583,0.129988388947383,-0.244209782483342,0.105944451728436,0.0906263784706827,0.553815026221789,-0.353982737879557,0.0170523122308863,0.322514808674097,0.0307170511673895,-0.0946348724648046,0.53634066591792,-0.473657879931209,0.00101455055704834,0.11570721994435,0.449113863228574,0.570501585129309,4.28304163194812e-05,0.273894971738197,0.0686630171764406,0.12618046655167,0.408841616444215,0.239325405237107,0.113336419581759
"232","9,10-DiHOME","Lipid","Fatty Acid, Dihydroxy","brown",-0.250459607508073,0.0970308049328163,-0.117691649759422,0.441320903704235,-0.0322413048362424,0.833472849893246,-0.416278819747299,0.00445157383763639,-0.151348621991157,0.320983235626019,0.50861597118664,0.000360526658255308,0.305632874192351,0.0411817997860202,-0.0161944418355728,0.915911283014257,0.171698990578322,0.259412791929053,-0.293270428629006,0.0505611247203889,0.18458769172233,0.224796908857451,0.459340331336304,0.0015031769936959
"233","9-hydroxystearate","Lipid","Fatty Acid, Monohydroxy","brown",0.414108917618368,0.00468496843630053,0.262477599442668,0.0815274337289562,0.293477140739855,0.0503912031741497,0.330863538054426,0.0264200073902665,-0.248269087850145,0.100086625165022,0.275614137478497,0.0668738129412096,0.662185772470121,7.26561204103748e-07,-0.0259801380664509,0.865478653698141,-0.0961996134923496,0.529592863771225,-0.16858893144663,0.268271726865174,0.0355803168590595,0.816509338864059,0.126451324864745,0.407828423925419
